,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
7095,k,s,e,f,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l,p
2032,x,f,e,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,k,y,d,e
4730,f,y,g,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,v,p,p
3067,f,y,g,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,k,y,d,e
4268,x,y,g,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,d,p
4563,x,f,y,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,d,p
7366,k,s,n,f,n,a,c,b,o,e,?,s,s,o,o,p,o,o,p,o,c,l,e
3016,x,f,g,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,g,p
894,x,s,y,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,m,e
2240,x,y,e,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,n,y,d,e
4889,x,s,w,t,f,f,c,b,h,t,b,s,s,w,w,p,w,o,p,h,s,g,p
6589,f,s,n,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d,p
5806,f,s,b,t,f,f,c,b,h,t,b,f,f,w,w,p,w,o,p,h,v,u,p
4483,f,y,g,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,v,g,p
1795,f,y,n,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,v,g,p
1488,x,s,n,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,n,s,g,e
1329,f,f,g,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,k,s,g,e
2208,f,y,g,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,k,y,d,e
2607,f,f,n,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,n,v,d,e
6147,k,f,w,f,n,f,w,b,g,e,?,k,s,w,w,p,w,t,p,w,s,g,e
7443,f,y,n,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,y,p,e
3792,x,f,g,f,c,f,w,n,u,e,b,s,s,w,w,p,w,o,p,k,s,d,p
7194,k,s,e,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d,p
905,f,f,w,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,k,s,g,e
5567,f,f,y,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,v,p,p
1516,f,f,n,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,n,a,g,e
5040,f,f,y,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,v,p,p
572,x,s,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,n,g,e
7264,k,y,n,f,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,p
2882,x,y,n,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,k,v,d,e
5891,x,y,n,f,f,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p,p
2029,b,y,w,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,m,e
6000,x,y,e,f,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p,p
1862,x,f,w,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,k,a,g,e
6416,f,y,n,f,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,p
2031,f,s,n,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,n,s,g,e
1128,x,f,w,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,n,a,g,e
7941,k,y,e,f,m,a,c,b,w,e,c,k,y,c,c,p,w,n,n,w,c,d,p
4632,x,y,g,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,d,p
1517,f,f,n,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,n,s,g,e
1746,x,f,w,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,n,a,g,e
7330,k,y,e,f,s,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,p
6577,f,s,n,f,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l,p
4118,f,f,y,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,g,p
7497,k,y,n,f,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p,p
7144,x,s,n,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d,p
516,x,y,n,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,y,p,e
5605,f,s,w,t,n,f,c,b,r,e,b,s,s,w,w,p,w,t,p,r,v,m,p
7034,k,y,c,f,m,f,c,b,w,e,c,k,y,c,c,p,w,n,n,w,c,d,p
2139,x,f,g,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,k,y,d,e
532,x,y,w,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,s,g,p
561,x,s,y,t,a,f,w,n,w,t,b,s,s,w,w,p,w,o,p,u,v,d,e
4026,x,s,g,f,c,f,w,n,u,e,b,s,s,w,w,p,w,o,p,n,v,d,p
2070,f,f,g,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,k,y,d,e
4260,f,f,g,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,g,p
5497,f,y,r,f,n,f,c,n,w,e,?,s,f,w,w,p,w,o,f,h,v,d,e
5681,f,y,u,f,n,f,c,n,w,e,?,s,f,w,w,p,w,o,f,h,v,d,e
3858,x,s,w,f,c,f,w,n,u,e,b,s,s,w,w,p,w,o,p,n,v,d,p
2712,x,f,e,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,n,y,d,e
4574,f,y,g,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,p,p
2381,x,f,e,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,k,v,d,e
5501,x,y,n,f,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p,p
6998,x,s,g,f,n,f,w,b,w,e,?,s,k,w,w,p,w,t,p,w,s,g,e
7340,x,s,n,f,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,p
2199,f,f,g,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,n,y,d,e
514,x,f,n,f,n,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,v,u,e
5972,f,s,p,t,n,f,c,b,g,e,b,s,s,w,w,p,w,t,p,r,v,m,p
2509,f,f,n,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,k,v,d,e
3367,f,y,e,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,k,v,d,e
3437,f,y,g,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,p,p
8005,x,y,e,f,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d,p
7863,k,s,n,f,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d,p
172,x,f,y,t,l,f,w,n,n,t,b,s,s,w,w,p,w,o,p,u,v,d,e
2648,x,y,n,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,v,d,e
2951,x,y,n,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,n,v,d,e
5633,b,y,b,t,n,f,c,b,r,e,b,s,s,w,w,p,w,t,p,r,v,g,p
5988,f,s,w,t,f,f,c,b,h,t,b,s,f,w,w,p,w,o,p,h,s,u,p
4325,f,y,g,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,p,p
3669,f,y,e,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,y,d,e
6722,x,s,n,f,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,p
542,x,y,w,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,s,g,p
1202,b,s,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,g,e
8007,k,s,e,f,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d,p
4176,f,f,g,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,k,y,d,e
1706,f,f,w,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,k,s,g,e
438,b,y,y,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,m,e
4253,f,y,g,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,n,y,d,e
479,b,y,y,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,m,e
7358,k,f,g,f,n,f,w,b,p,e,?,s,s,w,w,p,w,t,p,w,n,g,e
7728,k,y,e,f,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p,p
4859,f,y,n,t,n,f,c,b,e,e,?,s,s,e,w,p,w,t,e,w,c,w,e
5562,x,y,n,t,n,f,c,b,e,e,?,s,s,w,w,p,w,t,e,w,c,w,e
3599,x,f,g,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,g,p
802,x,s,n,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,v,u,p
3706,f,f,e,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,k,y,d,e
3282,x,s,p,f,c,f,w,n,p,e,b,s,s,w,w,p,w,o,p,k,v,d,p
7043,k,y,n,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,p
5056,x,y,g,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,y,g,p
8008,k,s,e,f,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p,p
722,f,s,y,t,l,f,w,n,w,t,b,s,s,w,w,p,w,o,p,n,v,d,e
3249,f,y,n,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,n,y,d,e
6341,f,s,n,f,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l,p
2596,x,y,n,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,n,y,d,e
7364,k,s,n,f,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p,p
3610,x,f,g,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,d,p
4064,x,f,y,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,g,p
1743,x,f,w,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,k,a,g,e
3608,f,f,g,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,y,p,p
6937,x,f,w,f,n,f,w,b,p,e,?,s,s,w,w,p,w,t,p,w,s,g,e
676,f,f,g,f,n,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,v,u,e
3587,f,y,e,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,k,y,d,e
5997,x,y,w,f,n,f,c,n,p,e,?,s,f,w,w,p,w,o,f,h,y,d,e
7602,x,s,n,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,y,p,e
6485,f,s,e,f,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,p
3700,x,y,n,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,n,y,d,e
7827,k,s,n,f,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p,p
6069,f,y,n,f,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p,p
2530,x,y,g,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,n,v,d,e
4808,x,f,y,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,g,p
2771,f,f,n,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,n,v,d,e
257,x,s,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,m,e
397,x,y,y,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,m,e
3013,x,f,w,f,c,f,c,n,p,e,b,s,s,w,w,p,w,o,p,n,s,d,p
5036,x,y,y,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,p,p
498,x,y,w,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,s,g,e
3503,f,y,e,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,n,y,d,e
6087,x,s,e,f,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l,p
7534,k,s,g,f,n,f,w,b,g,e,?,s,k,w,w,p,w,t,p,w,s,g,e
1647,f,s,g,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,n,a,g,e
6444,f,s,n,f,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l,p
30,b,s,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,m,e
276,f,y,n,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,y,g,e
4454,x,y,g,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,p,p
1074,f,y,y,t,l,f,c,b,p,e,r,s,y,w,w,p,w,o,p,k,s,p,e
4802,f,s,g,t,f,f,c,b,p,t,b,s,f,w,w,p,w,o,p,h,v,g,p
52,b,s,w,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,m,e
5838,f,s,g,t,f,f,c,b,p,t,b,f,s,w,w,p,w,o,p,h,s,u,p
5326,x,y,n,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,p
8116,k,y,n,f,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l,p
4537,x,y,g,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,v,g,p
2721,x,y,e,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,n,y,d,e
5940,b,y,p,t,n,f,c,b,g,e,b,s,s,w,w,p,w,t,p,r,v,m,p
5587,b,y,p,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,r,v,m,p
1435,x,f,n,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,k,y,d,e
5798,x,s,g,t,f,f,c,b,h,t,b,s,f,w,w,p,w,o,p,h,s,u,p
6288,x,y,e,f,f,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l,p
6870,x,s,e,f,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l,p
5535,x,y,n,f,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l,p
3445,f,y,g,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,v,d,e
6121,x,s,e,f,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p,p
3092,f,y,e,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,n,y,d,e
5927,b,s,p,t,n,f,c,b,g,e,b,s,s,w,w,p,w,t,p,r,v,m,p
5272,f,s,w,t,f,f,c,b,w,t,b,f,s,w,w,p,w,o,p,h,s,u,p
901,x,f,w,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,n,a,g,e
8006,k,y,e,f,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p,p
7181,f,y,c,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,y,p,e
3848,f,y,e,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,y,d,e
2011,x,f,n,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,k,s,g,e
1955,x,s,w,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,v,g,p
6311,f,y,e,f,f,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p,p
4137,f,y,g,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,v,p,p
5135,k,y,b,t,n,f,c,b,w,e,?,s,s,e,e,p,w,t,e,w,c,w,e
7624,k,s,n,f,y,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l,p
6764,f,s,n,f,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l,p
1881,x,f,w,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,n,a,g,e
3179,x,y,g,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,v,g,p
5260,f,s,g,t,f,f,c,b,p,t,b,s,s,w,w,p,w,o,p,h,v,g,p
2428,f,f,n,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,k,y,d,e
5095,f,f,y,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,p,p
1519,x,f,n,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,k,s,g,e
5293,f,f,g,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,y,g,p
5304,x,y,n,f,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l,p
377,b,y,y,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,m,e
5670,x,s,b,t,f,f,c,b,h,t,b,f,f,w,w,p,w,o,p,h,v,g,p
439,x,y,n,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,y,p,e
1784,b,s,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,g,e
7823,x,f,w,f,n,f,w,b,p,e,?,k,s,w,w,p,w,t,p,w,s,g,e
4521,x,f,y,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,v,d,p
2942,f,f,n,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,n,y,d,e
3948,f,f,e,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,n,v,d,e
3293,f,f,e,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,n,v,d,e
5442,x,y,g,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,p,p
6368,f,s,n,f,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d,p
2828,x,y,g,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,n,y,d,e
3781,x,f,g,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,d,p
294,x,s,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,m,e
5745,x,y,n,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,p
6682,f,y,e,f,s,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p,p
4048,x,f,w,f,c,f,c,n,u,e,b,s,s,w,w,p,w,o,p,k,s,d,p
3394,f,y,n,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,k,y,d,e
4172,x,y,g,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,v,g,p
4212,f,f,y,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,g,p
3102,x,f,g,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,g,p
5324,x,y,n,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,p
2695,x,f,e,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,n,y,d,e
4019,x,y,g,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,n,v,d,e
2720,x,f,n,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,n,v,d,e
6564,f,s,n,f,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d,p
7984,f,s,n,f,n,f,c,b,w,e,b,y,y,n,n,p,w,t,p,w,y,d,e
6041,f,y,e,f,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d,p
122,f,y,n,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,v,g,p
2544,x,y,g,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,k,y,d,e
4621,f,f,y,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,d,p
136,f,f,w,t,l,f,w,n,w,t,b,s,s,w,w,p,w,o,p,n,v,d,e
1237,f,f,g,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,n,s,g,e
1165,b,s,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,n,m,e
3528,f,y,e,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,k,y,d,e
7974,b,f,w,f,n,f,w,b,w,e,?,k,s,w,w,p,w,t,p,w,s,g,e
4642,x,y,g,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,d,p
5226,x,y,n,f,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,p
5705,x,s,b,t,f,f,c,b,w,t,b,f,f,w,w,p,w,o,p,h,v,u,p
7101,k,y,e,f,s,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p,p
6930,k,y,e,f,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,p
2424,x,f,e,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,n,y,d,e
3278,f,f,e,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,n,y,d,e
6832,x,s,e,f,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p,p
5204,f,f,y,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,d,p
6484,f,y,e,f,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,p
2286,f,y,g,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,k,y,d,e
3177,f,y,n,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,k,y,d,e
2422,x,y,n,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,k,y,d,e
2047,x,f,n,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,k,s,g,e
6235,x,s,n,f,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p,p
6058,x,y,e,f,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d,p
7866,x,s,n,f,n,a,c,b,o,e,?,s,s,o,o,p,o,o,p,b,v,l,e
1250,x,y,g,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,n,y,d,e
5068,x,f,y,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,v,g,p
859,x,s,n,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,v,g,p
5517,x,y,n,f,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,p
3509,f,y,g,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,k,v,d,e
6563,x,s,n,f,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p,p
6065,f,y,n,f,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l,p
858,b,s,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,n,m,e
1544,x,f,w,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,k,a,g,e
3450,f,y,e,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,k,y,d,e
2337,f,f,e,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,n,v,d,e
8034,k,s,n,f,n,a,c,b,n,e,?,s,s,o,o,p,o,o,p,b,c,l,e
1626,x,f,n,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,n,s,g,e
2490,x,y,g,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,v,d,e
8029,x,f,g,f,n,f,w,b,g,e,?,s,s,w,w,p,w,t,p,w,n,g,e
940,b,y,y,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,g,e
1816,x,f,g,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,y,g,p
82,f,f,g,f,n,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,y,u,e
6665,f,y,n,f,s,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d,p
2583,f,f,n,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,k,v,d,e
4487,x,y,g,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,v,d,p
2010,x,s,n,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,a,g,e
4018,x,f,g,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,n,v,d,e
5407,x,s,b,t,f,f,c,b,w,t,b,s,f,w,w,p,w,o,p,h,s,g,p
1359,f,s,w,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,k,s,g,e
6284,f,s,e,f,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l,p
1007,f,f,w,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,n,s,g,e
416,x,f,w,t,l,f,w,n,p,t,b,s,s,w,w,p,w,o,p,u,v,d,e
5417,x,s,n,t,n,f,c,b,e,e,?,s,s,e,e,p,w,t,e,w,c,w,e
6946,x,s,e,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d,p
6313,k,s,e,f,s,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d,p
1016,f,y,n,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,s,g,e
5369,f,s,p,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,r,v,m,p
2799,x,f,e,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,k,v,d,e
7321,k,s,e,f,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d,p
8095,x,y,c,f,m,f,c,b,y,e,c,k,y,c,c,p,w,n,n,w,c,d,p
111,s,f,g,f,n,f,c,n,g,e,e,s,s,w,w,p,w,o,p,k,y,u,e
6011,x,s,e,f,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l,p
6588,f,s,e,f,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p,p
5015,k,s,b,t,n,f,c,b,w,e,?,s,s,w,e,p,w,t,e,w,c,w,e
8030,k,s,w,f,n,f,w,b,w,e,?,s,k,w,w,p,w,t,p,w,s,g,e
5631,f,y,y,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,d,p
3334,x,f,g,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,g,p
7249,k,y,e,f,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p,p
2841,x,f,p,f,c,f,w,n,u,e,b,s,s,w,w,p,w,o,p,k,v,d,p
7225,k,s,n,f,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p,p
240,f,y,y,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,y,p,e
3730,f,f,e,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,n,y,d,e
3578,f,y,n,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,n,v,d,e
7256,k,y,e,f,f,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d,p
7743,k,f,g,f,n,f,w,b,p,e,?,s,k,w,w,p,w,t,p,w,s,g,e
3987,x,f,y,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,y,g,p
2340,x,y,g,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,v,d,e
3699,x,s,p,f,c,f,c,n,g,e,b,s,s,w,w,p,w,o,p,n,v,d,p
3054,f,y,g,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,n,y,d,e
7582,k,y,e,f,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,p
7448,k,y,e,f,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l,p
6734,f,s,n,f,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,p
